id;name;main_activity;secondary_activities;genres;region__country;contact_information;website
961;FIRE MONKEY;Content creation / Production / Distribution (Production company/Content creation.); - ;Drama / Fiction / Scripted Format (Miniseries, Mobisode / Webisode, Series, Telenovelas / Soap / Sitcom);Europe (Finland);Peramiehenkatu 11 A 4  | HELSINKI | 00150 | Finland;http://www.firemonkey.tv/
962;FIRED UP FILMS;Content creation / Production / Distribution (Production company/Content creation.); - ;Docs & Factual (Archive, Arts, Music & Culture, Current Affairs, Educational, youth oriented, History & Civilisation);Europe (UK);Fired Up HQ  | 3GreyPoint | HELENSBAY | BT191LE | UnitedKingdom; - 
963;FIRST HAND FILMS (Creative Europe MEDIA);Content creation / Production / Distribution (Sales Agent);Content creation / production / rights holder (Production company/Content creation, Theatrical distributor);Docs & Factual (Archive, Arts, Music & Culture, Current Affairs, Educational, youth oriented, Ethnology & Sociology, History & Civilisation, Lifestyle, Reality / Factual, Science & Knowledge, Social Responsabilities / Green);Europe (Germany);Prinzessinnenstrasse 29  | BERLIN | 10969 | Germany;http://www.firsthandfilms.com/
965;FIRST HDTV;Broadcasting platforms (TV Channel); - ;"Kids & Teens (Animation, Docs for Kids, Kids Interactive, Live-Action); Docs & Factual (Arts, Music & Culture, Educational, youth oriented, History & Civilisation, Lifestyle, Nature & Wildlife, Science & Knowledge); Non-Scripted Formats (TV Game Show); Drama / Fiction / Scripted Format (Series, Short Film, TV Movies)";Europe (Russia);25B, Krasnogo Kursanta str.  | ST.PETERSBURG | 197110 | RussianFederation;http://www.1tvch.ru/
966;FIRST INTERNATIONAL PRODUCTION;Content creation / Production / Distribution (Rights Holder / Distributor); - ;"Kids & Teens (Animation); Drama / Fiction / Scripted Format (Feature Film, TV Movies)";Europe (France);Bat B - 2e étage  | 37avenueFranklinRoosevelt | PARIS | Ile-de-France | 75008;http://www.fipfilms.com/
967;FIRST LOVE FILMS;Content creation / Production / Distribution (Production company/Content creation.); - ;Drama / Fiction / Scripted Format (Feature Film, Miniseries, Mobisode / Webisode, Series);North America (Canada);489 College Street  | Suite203 | TORONTO | ON | M6G1A5 | Canada;http://www.firstlovefilms.com/
968;FISCHBEIN ENTERTAINMENT;Content creation / Production / Distribution (Rights Holder / Distributor); - ;Kids & Teens (Live-Action);South & Central America (Mexico);Plinio 146  | MEXICOCITY | 11550 | Mexico; - 
969;FISHER KING LTD;Content creation / Production / Distribution (Production company/Content creation.); - ;Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series);Europe (Finland);Sofiankatu 4A  | HELSINKI | 00170 | Finland;http://www.fisherking.fi/
970;FITNESS MEDIA OY;Content creation / Production / Distribution (Production company/Content creation.); - ;Non-Scripted Formats (Reality Shows / Scripted Reality);Europe (Finland);13 Turvakonkuja  | HAUKIPUDAS | 90830 | Finland;http://www.fitnessmedia.fi/
971;FLAIR PRODUCTION;Content creation / Production / Distribution (Production company/Content creation.);Financing & supports (Advertising / Media Agency and Brands);"Docs & Factual (Archive, Arts, Music & Culture, Current Affairs, History & Civilisation, Lifestyle, Nature & Wildlife, Science & Knowledge, Social Responsabilities / Green); BrandedEntertainment";Europe (France);124 rue la Fayette  | PARIS | Ile-de-France | 75010;http://www.flairproduction.com/
972;FLAME DISTRIBUTION;Content creation / Production / Distribution (Sales Agent);Content creation / production / rights holder (Production company/Content creation);"Docs & Factual (Archive, Arts, Music & Culture, Educational, youth oriented, Ethnology & Sociology, History & Civilisation, Lifestyle, Nature & Wildlife, Reality / Factual, Science & Knowledge, Social Responsabilities / Green); Non-Scripted Formats (Factual Entertainment / Magazine); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series)";Asia Pacific (Australia);Unit 2, 65 Whiting St  | AUSTRALIA | NewSouthWales | 2064 | Australia;http://www.flamedistribution.com/
973;FLANDERS IMAGE;Financing & supports (Schools / Official Organisation / Association);Content creation / production / rights holder (Production company/Content creation);"Kids & Teens (Animation, Kids Interactive, Live-Action); Docs & Factual (Educational, youth oriented, History & Civilisation, Lifestyle, Reality / Factual, Science & Knowledge); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series, Short Film, TV Movies)";Europe (Belgium);Flanders Film House  | Bischoffsheimlaan38 | BRUSSELS | Bruxelles-Capitale | 1000 | Belgium;http://www.flandersimage.com/
974;FLIXU;Content creation / Production / Distribution (Rights Holder / Distributor);Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator);"Docs & Factual (Arts, Music & Culture, Lifestyle, Reality / Factual); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality); Drama / Fiction / Scripted Format (Feature Film, Short Film, TV Movies); Music";Middle East (Israel);7 Zabotnisky St, ramat Gan  | RAMATGAN | 52250 | Israel;http://bestsellers.flixuniverse.com/
975;FLUTTERVISION PRODUCTIONS/ASDS;Content creation / Production / Distribution (Production company/Content creation.); - ;"Kids & Teens (Animation, Kids Interactive); Docs & Factual (Arts, Music & Culture, Current Affairs, Educational, youth oriented, Lifestyle, Reality / Factual, Social Responsabilities / Green); Drama / Fiction / Scripted Format (Feature Film, Series, Short Film, TV Movies); Publishing (Books)";North America (USA);PO Box 5435  | WESTHILLS | CA | 91308 | UnitedStates;http://www.fairyqueenflutterby.com/
976;FLX;Content creation / Production / Distribution (Production company/Content creation.); - ;"Kids & Teens (Live-Action); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series)";Europe (Sweden);Birger Jarlsgatan 58  | STOCKHOLM | 11429 | Sweden;http://www.flx.se/
977;FLY CONTENT LLC;Content creation / Production / Distribution (Rights Holder / Distributor);Content creation / production / rights holder (Production company/Content creation);"Kids & Teens (Animation, Docs for Kids, Kids Interactive, Live-Action); Docs & Factual (Archive, Arts, Music & Culture, Current Affairs, Educational, youth oriented, Ethnology & Sociology, History & Civilisation, Lifestyle, Nature & Wildlife, Reality / Factual, Science & Knowledge, Social Responsabilities / Green); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Mobisode / Webisode, Series, Short Film, Telenovelas / Soap / Sitcom, TV Movies); Erotic/Adults; Music";North America (USA);20900 NE 30th Avenue  | 8thFloor | AVENTURA | FL | 33180 | UnitedStates;http://www.flycontent.tv/
978;FLYING KRAKEN CREATIVE STUDIOS;Content creation / Production / Distribution (Production company/Content creation.); - ;Kids & Teens (Animation);North America (Canada);1600 Beach Avenue  | M1906 | VANCOUVER | BC | V6G1Y7 | Canada;http://www.flyingkrakenink.com/
979;FM PRODUCOES;Content creation / Production / Distribution (Production company/Content creation.); - ;Docs & Factual (Arts, Music & Culture);South & Central America (Brazil);Rua Bulhoes de Carvalho 619   | Apto.602 | RIODEJANEIRO | 22081000 | Brazil;http://www.fmproducoesbrasil.com/
980;FMS MAGAZINE; - ; - ; - ;Europe (UK);143 cleveland street  | LONDON | UnitedKingdom; - 
981;FNF PRODUCTIONS INC;Content creation / Production / Distribution (Production company/Content creation.); - ;"Kids & Teens (Animation); Drama / Fiction / Scripted Format (Miniseries, Mobisode / Webisode)";North America (Canada);582, rue st alexandre  | LONGUEUIL | QC | J4H3G5 | Canada; - 
982;FOBIC FILMS;Content creation / Production / Distribution (Production company/Content creation.); - ;Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series, Telenovelas / Soap / Sitcom, TV Movies);Europe (Belgium);Walstraat 50 H  | GENTBRUGGE | ProvincedeFlandre-Orientale | 9050 | Belgium;http://www.fobicfilms.com/
983;FOCUS MEDIA PRODUCTION;Content creation / Production / Distribution (Production company/Content creation.); - ;"Kids & Teens (Docs for Kids); Docs & Factual (Reality / Factual); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show)";Africa (Egypt);Floor  | 26AbdAlHamidLotfyMohandseen | CAIRO | 2170 | Egypt;http://www.focusmediaproduction.com/
984;FOGNDESIRE FILMS;Content creation / Production / Distribution (Production company/Content creation.); - ;Kids & Teens (Live-Action);Europe (Czech Republic);Senovazni nam. 10  | PRAGUE | 10100 | CzechRepublic;http://www.fogndesirefilms.com/
985;FOLEY FILMS;Content creation / Production / Distribution (Production company/Content creation.); - ;Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series, TV Movies);Europe (UK);30 Glenhurst Dr  | BELFAST | BT367JP | UnitedKingdom;http://www.filmfoley.com/
986;FONDS CAPITAL CULTURE QUEBEC (FCCQ); - ; - ; - ;North America (Canada);485 rue Mc Gill  | Bureau900 | MONTREAL | QC | H2Y2H4 | Canada;http://www.capitalculture.ca/
987;FONDS DE SOLIDARITE FTQ; - ; - ; - ;North America (Canada);545 Boulevard Crémazie East  | Bureau200 | MONTREAL | QC | H2M2W4 | Canada;http://www.fondsftq.com/
988;FONDS QUEBECOR;Financing & supports (Film Commission / Fundings);Financing & supports (Schools / Official Organisation / Association);"Kids & Teens (Animation, Docs for Kids, Kids Interactive); Docs & Factual (Archive, Arts, Music & Culture, Current Affairs, Educational, youth oriented, Ethnology & Sociology, History & Civilisation, Lifestyle, Nature & Wildlife, Reality / Factual, Science & Knowledge, Social Responsabilities / Green); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Mobisode / Webisode, Series)";North America (Canada);Bureau 503  | 1030rueCherrier | MONTREAL | QC | H2L1H9 | Canada;http://www.fondsquebecor.ca/
989;FONTANA MEDIA INC;Content creation / Production / Distribution (Production company/Content creation.);Content creation / production / rights holder (Rights Holder / Distributor);"Docs & Factual (Arts, Music & Culture, Current Affairs, Educational, youth oriented, Lifestyle, Science & Knowledge); Drama / Fiction / Scripted Format (Series)";North America (Canada);301 Sumach Street  | TORONTO | ON | M5A3K4 | Canada; - 
990;FOODLOOKING;Content creation / Production / Distribution (Production company/Content creation.);Content creation / production / rights holder (Rights Holder / Distributor);Docs & Factual (Arts, Music & Culture, Lifestyle);Asia Pacific (India);308, Morya Classic Opp.   | InfinityMall,MoryaClassicOpp.InfinityMall | MUMBAI | Maharashtra | 400053 | India;http://www.foodlooking.com/
991;FORMAT FOCUS LTD;Content creation / Production / Distribution (Production company/Content creation.); - ;Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show);Europe (UK);59 Harefields  | OXFORD | Oxfordshire | OX28HG | UnitedKingdom;http://www.format-focus.com/
992;FORMATBIZ; - ; - ; - ;Europe (Italy);via Torre 2/1  | RUSSI(RA) | 48026 | Italy;http://www.formatbiz.it/
993;FORMATENTWICKLUNG;Content creation / Production / Distribution (Production company/Content creation.); - ;"Docs & Factual (Reality / Factual); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show); Drama / Fiction / Scripted Format (Mobisode / Webisode); BrandedEntertainment";Europe (Germany);Alfonsstrasse 18  | BERLIN | 12524 | Germany;http://www.formatentwicklung.tv/
994;FORMATZONE;Content creation / Production / Distribution (Rights Holder / Distributor);Content creation / production / rights holder (Production company/Content creation);"Docs & Factual (Reality / Factual); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show)";Europe (UK);PO BOX 8209  | KNOWLE,SOLIHULL | B930EN | UnitedKingdom;http://www.formatzone.com/
995;FORMULA E OPERATIONS LTD;Content creation / Production / Distribution (Rights Holder / Distributor);Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator, Inflight, Online Video Platform/MCN);"Docs & Factual (Social Responsabilities / Green); Sports; Gaming (Esport)";Europe (UK);9th Floor  | 3Shortlands | LONDON | W68DA | UnitedKingdom;http://www.fiaformulae.com/
996;FORTHNET NOVA;Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator); - ;"Kids & Teens (Animation, Kids Interactive); Docs & Factual (Lifestyle); Drama / Fiction / Scripted Format (Feature Film, Miniseries); Erotic/Adults; Sports";Europe (Greece);Manis Street  | ATHENS | Athens | 15351 | Greece;http://www.forthnet.gr/
997;FORTUNE STAR MEDIA LIMITED;Content creation / Production / Distribution (Rights Holder / Distributor);Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator);Drama / Fiction / Scripted Format (Feature Film);Asia Pacific (Hong Kong);Unit A 9/F MG Tower  | 133HoiBunRoadKwunTong | HONGKONG | HongKong;http://www.fortunestarentertainment.com/
998;FOTOSTORE; - ; - ; - ;Europe (Italy);Viale Lombardia  | COLOGNOMONZESE | 20093 | Italy;http://www.fotostore.co/
999;FOUND AT SEA;Content creation / Production / Distribution (Production company/Content creation.); - ;"Docs & Factual (Arts, Music & Culture, Educational, youth oriented, Lifestyle); Non-Scripted Formats (Reality Shows / Scripted Reality); Drama / Fiction / Scripted Format (Mobisode / Webisode, Series)";Asia Pacific (Australia);Level 1  | 270DevonshireSt | SURRYHILLS | 2010 | Australia;http://www.foundatsea.co/
1000;FOUNDATION OUR CHILDREN;Content creation / Production / Distribution (Production company/Content creation.);Content creation / production / rights holder (Rights Holder / Distributor);Kids & Teens (Animation, Live-Action);Europe (Russia);Osennii bulvar 23  | MOSCOU | 121609 | RussianFederation; - 
1001;FOUYA PRODUCTION;Content creation / Production / Distribution (Production company/Content creation.); - ;"Non-Scripted Formats (TV Game Show); Drama / Fiction / Scripted Format (Miniseries, Mobisode / Webisode, Series, Short Film); BrandedEntertainment";Europe (Belgium);39 rue Forestière  | BRUSSELS | 1050 | Belgium;http://www.fouyaproduction.com/
1002;FOX DIGITAL STUDIO;Content creation / Production / Distribution (Production company/Content creation.); - ;"Docs & Factual (Arts, Music & Culture, Science & Knowledge); Non-Scripted Formats (Reality Shows / Scripted Reality); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series, Short Film, TV Movies); Sports; BrandedEntertainment";North America (USA);10201 Pico Blvd  | Bldg41,Suite200 | LOSANGELES | CA | 90064 | UnitedStates;http://foxdigitalstudio.com/
1003;FOX INTERNATIONAL CHANNELS UK;Broadcasting platforms (TV Channel);"Content creation / production / rights holder (Production company/Content creation, Sales Agent); Broadcasting platforms (Social Network/Online publisher)";Drama / Fiction / Scripted Format (Series, Short Film, TV Movies);Europe (UK);10 Hammersmith Grove  | LONDON | W67AP | UnitedKingdom; - 
